streetName,streetType,minHouseNum,maxHouseNum
Krajská,,1,100
Krajánkova,,1,100
Krajíčkova,,1,100
Krajířova,,1,100
Krajířské náměstí,,1,100
Krakonošova,,1,100
Krakonošovo náměstí,,1,100
Krakorec,,1,100
Krakov,,1,100
Krakovanská,,1,100
Krakovská,,1,100
Kralická,,1,100
Kralovická,,1,100
Kralupská,,1,100
Krameriova,,1,100
Kramolišova,,1,100
Kramolná,,1,100
Kramoly,,1,100
Kramolínova,,1,100
Kramolínská,,1,100
Krampolova,,1,100
Kramářova,,1,100
Kramářská,,1,100
Kranichova,,1,100
Krapkova,,1,100
Krasická,,1,100
Kraslická,,1,100
Krasnická,,1,100
Krasnoarmejců,,1,100
Krasnojarská,,1,100
Krasov,,1,100
Krasová,,1,100
Krasíkovice,,1,100
Krasíkovická,,1,100
Kratina,,1,100
Kratinká,,1,100
Kratinova,,1,100
Kratiny,,1,100
Kratochvílova,,1,100
Krausova,,1,100
Kravařovská,,1,100
Kravařská,,1,100
Kravácká,,1,100
Kraví hora,,1,100
Kraví hůrka,,1,100
Krašická,,1,100
Krašovská,,1,100
Krb,,1,100
Krbalova,,1,100
Krbická,,1,100
Krchlebská,,1,100
Krefty,,1,100
Krehanova,,1,100
Krejnická,,1,100
Krejčího,,1,100
Krejčíkova,,1,100
Krejčířova,,1,100
Kremličkova,,1,100
Kremláčkova,,1,100
Kremnická,,1,100
Krenišovská,,1,100
Krestova,,1,100
Kreuzmannova,,1,100
Krhanická,,1,100
Krhovická,,1,100
Kriketová,,1,100
Krinitova,,1,100
Kristenova,,1,100
Kristinovská,,1,100
Kristiánova,,1,100
Kriváňská,,1,100
Krištofova,,1,100
Krkonošská,,1,100
Krmelínská,,1,100
Krmivářská,,1,100
Krnov,,1,100
Krnovská,,1,100
Krnská,,1,100
Krocínova,,1,100
Krocínovská,,1,100
Kroftova,,1,100
Krohova,,1,100
Krokova,,1,100
Krokusová,,1,100
Krolmusova,,1,100
Krombholcova,,1,100
Kroměřížská,,1,100
Kroměšín,,1,100
Krondlova,,1,100
Kronova,,1,100
Kropáčkova,,1,100
Kropáčkovo,,1,100
Kropáčova,,1,100
Krosenská,,1,100
Kroupova,,1,100
Krouského,,1,100
Kroutilova,,1,100
Krouzova,,1,100
Kroužek,,1,100
Kroužky,,1,100
Krovova,,1,100
Kročehlavská,,1,100
Kročákova,,1,100
Krpile,,1,100
Krteňská,,1,100
Krtičkova,,1,100
Krtkova,,1,100
Krtková,,1,100
Kruhová,,1,100
Krumlovská,,1,100
Krumlovského,,1,100
Krumpach,,1,100
Krunertova,,1,100
Krupicova,,1,100
Krupičkova,,1,100
Krupičná,,1,100
Krupka,,1,100
Krupkova,,1,100
Krupkovo náměstí,,1,100
Krupná,,1,100
Krupova,,1,100
Krupská,,1,100
Krusičanská,,1,100
Krušinova,,1,100
Krušnohorská,,1,100
Krušovická,,1,100
Kružíkova,,1,100
Kryblická,,1,100
Krylova,,1,100
Krylovecká,,1,100
Krylovova,,1,100
Krymská,,1,100
Krynická,,1,100
Krystalová,,1,100
Krystofovy Hamry,,1,100
Kryzánkova,,1,100
Kryšpínova,,1,100
Kryštofa Haranta,,1,100
Kryštofova,,1,100
Krále Jiřího,,1,100
Krále Jiřího z Poděbrad,,1,100
Krále Václava II.,,1,100
Krále Václava IV.,,1,100
Krále Václava Ⅳ.,,1,100
Králka,,1,100
Králodvorská,,1,100
Králova,,1,100
Králova výšina,,1,100
Královická,,1,100
Královka,,1,100
Královky,,1,100
Královská,,1,100
Královská cesta,,1,100
Královské svahy,,1,100
Královské Údolí,,1,100
Královský Vrch,,1,100
Královský vršek,,1,100
Královácká,,1,100
Královédvorská,,1,100
Královéhradecká,,1,100
Králíčkova,,1,100
Králův háj,,1,100
Krámská,,1,100
Krásenská,,1,100
Krásnohorské,,1,100
Krásnolipská,,1,100
Krásnopolská,,1,100
Krásnostudenecká,,1,100
Krásná,,1,100
Krásná vyhlídka,,1,100
Krásné Loučky,,1,100
Krásné údolí,,1,100
Krásného,,1,100
Krásný život,,1,100
Krásova,,1,100
Krásovy domky,,1,100
Krásňany,,1,100
Krátká,,1,100
Krátká P.,,1,100
Krátkého,,1,100
Krátký lán,,1,100
Kráčalka,,1,100
Kráčiny,,1,100
Kréta,,1,100
Krčma,,1,100
Krčmarských,,1,100
Krčmaňská,,1,100
Krčmářova,,1,100
Krčmářovská,,1,100
Krčská,,1,100
Krčínova,,1,100
Krčínovo náměstí,,1,100
Krňovická,,1,100
Krňovská,,1,100
Krškova,,1,100
Kršovka,,1,100
Krůčkova,,1,100
Ktiš,,1,100
Ku Prantům,,1,100
Ku Ptáku,,1,100
Ku Staré cihelně,,1,100
Ku hradu,,1,100
Ku ptáku,,1,100
Ku splávku,,1,100
Kubalova,,1,100
Kubatova,,1,100
Kubcova,,1,100
Kubelíkova,,1,100
Kubečkova,,1,100
Kubešova,,1,100
Kubicova,,1,100
Kubicových,,1,100
Kubincův Kopec,,1,100
Kubisova,,1,100
Kubiszova,,1,100
Kubišova,,1,100
Kubištova,,1,100
Kubova,,1,100
Kubrova,,1,100
Kubánská,,1,100
Kubánské náměstí,,1,100
Kubátova,,1,100
Kubíkova,,1,100
Kubínova,,1,100
Kubíčkova,,1,100
Kuchařova,,1,100
Kuchařovická,,1,100
Kuchařská,,1,100
Kuchnova,,1,100
Kuchyňka,,1,100
Kudelova,,1,100
Kudeříkové,,1,100
Kudlerova,,1,100
Kudlinec,,1,100
Kudrnova,,1,100
Kudrnáčova,,1,100
Kuffnerovo nábřeží,,1,100
Kukaňova,,1,100
Kukelská,,1,100
Kuklenská,,1,100
Kukulova,,1,100
Kukučínova,,1,100
Kukuřičná,,1,100
Kukvická,,1,100
Kulaté náměstí,,1,100
Kuldova,,1,100
Kulhavého,,1,100
Kulhánkova,,1,100
Kulhánkovská,,1,100
Kulišťákova,,1,100
Kulkova,,1,100
Kulturní,,1,100
Kulíšek,,1,100
Kumberská,,1,100
Kumburská,,1,100
Kumpoštova,,1,100
Kundratická,,1,100
Kundratka,,1,100
Kunešova,,1,100
Kunická,,1,100
Kunovská,,1,100
Kunratická,,1,100
Kunratická stezka,,1,100
Kunzova,,1,100
Kunínova,,1,100
Kunčická,,1,100
Kunětická,,1,100
Kunštátská,,1,100
Kupecká,,1,100
Kupecká cesta,,1,100
Kupeckého,,1,100
Kupkova,,1,100
Kupkovo nám.,,1,100
Kurandové,,1,100
Kurdějovská,,1,100
Kurfürstova,,1,100
Kurkova,,1,100
Kurkovec,,1,100
Kurská,,1,100
Kurta Hubera,,1,100
Kurta Konráda,,1,100
Kurzova,,1,100
Kurčatovova,,1,100
Kuršova,,1,100
Kusá,,1,100
Kusého,,1,100
Kuthanova,,1,100
Kutilova,,1,100
Kutinové,,1,100
Kutnauerovo náměstí,,1,100
Kutnohorská,,1,100
Kutrovice,,1,100
Kuttelwascherova,,1,100
Kutuzovova,,1,100
Kutvirtova,,1,100
Kuzmínova,,1,100
Kuzníkova,,1,100
Kučerova,,1,100
Kučerovo nám.,,1,100
Kučerové,,1,100
Kučovaniny,,1,100
Kučovanská,,1,100
Kučoviny,,1,100
Kuřimská,,1,100
Kuřivodská,,1,100
Kuštova,,1,100
Kuťatská,,1,100
Kuželova,,1,100
Kvapilova,,1,100
Kvasická,,1,100
Kvasinská,,1,100
Kvašťovská,,1,100
Kvestorská,,1,100
Kvítková,,1,100
Květenská,,1,100
Květinková,,1,100
Květinová,,1,100
Květinářská,,1,100
Květnická,,1,100
Květnová,,1,100
Květnové náměstí,,1,100
Květnové revoluce,,1,100
Květnového povstání,,1,100
Květnových bojů,,1,100
Květná,,1,100
Květoslavova,,1,100
Květová,,1,100
Květušín,,1,100
Kybalova,,1,100
Kydlinovská,,1,100
Kyjevská,,1,100
Kyjická,,1,100
Kyjovská,,1,100
Kyjovský řádek,,1,100
Kyjská,,1,100
Kykalova,,1,100
Kylešovská,,1,100
Kymrova,,1,100
Kynická,,1,100
Kynského,,1,100
Kyralova,,1,100
Kyselka,,1,100
Kyselkova,,1,100
Kyselova,,1,100
Kyselovská,,1,100
Kyselská,,1,100
Kyslíková,,1,100
Kysucká,,1,100
Kytlická,,1,100
Kytlinská,,1,100
Kytlov,,1,100
Kytínská,,1,100
Kyšická,,1,100
K Altánu,,1,100
K Avii,,1,100
K Berounce,,1,100
K Bertě,,1,100
K Betáni,,1,100
K Borovíčku,,1,100
K Brance,,1,100
K Brnkám,,1,100
K Brusce,,1,100
K Brůdku,,1,100
K Bukovce,,1,100
K Bunkru,,1,100
K Bytovkám,,1,100
K Běchovicům,,1,100
K Bělidlu,,1,100
K Březince,,1,100
K Březiněvsi,,1,100
K Chabům,,1,100
K Chaloupce,,1,100
K Chaloupkám,,1,100
K Chatám,,1,100
K Chotolu,,1,100
K Chumberku,,1,100
K Cihelnám,,1,100
K Cihelně,,1,100
K Cikánce,,1,100
K Dobré vodě,,1,100
K Dolíčku,,1,100
K Doudlevcům,,1,100
K Drsnici,,1,100
K Dubinám,,1,100
K Dubině,,1,100
K Dubovému mlýnu,,1,100
K Dubu,,1,100
K Dýmači,,1,100
K Děrám,,1,100
K Farmě,,1,100
K Fialce,,1,100
K Habermanovi,,1,100
K Hasičce,,1,100
K Havlínu,,1,100
K Haštalu,,1,100
K Hlásku,,1,100
K Holi,,1,100
K Holému vrchu,,1,100
K Homolce,,1,100
K Horoměřicům,,1,100
K Hořavce,,1,100
K Hoře,,1,100
K Hradišti,,1,100
K Hádku,,1,100
K Hájence,,1,100
K Háji,,1,100
K Hájku,,1,100
K Hájovně,,1,100
K Hájům,,1,100
K Interně,,1,100
K Jalovčí,,1,100
K Jasánkám,,1,100
K Jelenám,,1,100
K Jezeru,,1,100
K Jezu,,1,100
K Jihotvaru,,1,100
K Jihu,,1,100
K Jinočanům,,1,100
K Jordánu,,1,100
K Juliáně,,1,100
K Jízdárně,,1,100
K Labi,,1,100
K Ladům,,1,100
K Lahovičkám,,1,100
K Lahovské,,1,100
K Lanovce,,1,100
K Lažance,,1,100
K Lesnímu divadlu,,1,100
K Lesu,,1,100
K Lesíku,,1,100
K Lesíčku,,1,100
K Ležení,,1,100
K Lipníkům,,1,100
K Lomu,,1,100
K Losiné,,1,100
K Loukám,,1,100
K Louži,,1,100
K Lukám,,1,100
K Lučinám,,1,100
K Lánu,,1,100
K Lávce,,1,100
K Lázinkám,,1,100
K Malé Hleďsebi,,1,100
K Matěji,,1,100
K Mazínu,,1,100
K Mejtku,,1,100
K Metru,,1,100
K Mexiku,,1,100
K Mlýnu,,1,100
K Mohyle,,1,100
K Moravině,,1,100
K Mostu,,1,100
K Motelu,,1,100
K Mototechně,,1,100
K Mírkám,,1,100
K Mírovému náměstí,,1,100
K Nemocnici,,1,100
K Noskovně,,1,100
K Nouzovu,,1,100
K Nové Vsi,,1,100
K Novému sídlišti,,1,100
K Nádraží,,1,100
K Náhonu,,1,100
K Náplavce,,1,100
K Návrší,,1,100
K Návsi,,1,100
K Oboře,,1,100
K Obrázku,,1,100
K Olympiku,,1,100
K Olšině,,1,100
K Opatřilce,,1,100
K Opyši,,1,100
K Osmidomkům,,1,100
K Ousuší,,1,100
K Ovčínu,,1,100
K Ozvěně,,1,100
K Padesátníku,,1,100
K Panenkám,,1,100
K Papírně,,1,100
K Parku,,1,100
K Pasekám,,1,100
K Pekárně,,1,100
K Petrově komoře,,1,100
K Pilotovi,,1,100
K Pomníku,,1,100
K Posvátnému,,1,100
K Potoku,,1,100
K Prameni,,1,100
K Pramenům,,1,100
K Praporci,,1,100
K Prelátům,,1,100
K Prokopávce,,1,100
K Prádelně,,1,100
K Průmstavu,,1,100
K Punčoše,,1,100
K Pérovně,,1,100
K Přívozu,,1,100
K Rakůvkám,,1,100
K Remízku,,1,100
K Roháči,,1,100
K Rokli,,1,100
K Roklím,,1,100
K Rovinám,,1,100
K Rozkoši,,1,100
K Rozmezí,,1,100
K Roztokům,,1,100
K Rozvodně,,1,100
K Rybníku,,1,100
K Rybníčku,,1,100
K Ryšánce,,1,100
K Sadu,,1,100
K Safině,,1,100
K Samotám,,1,100
K Samotě,,1,100
K Sanatoriu,,1,100
K Sokolovně,,1,100
K Stadionu,,1,100
K Starému Bubenči,,1,100
K Stavebninám,,1,100
K Sádkám,,1,100
K Sídlišti,,1,100
K Terminálu,,1,100
K Topírně,,1,100
K Transformátoru,,1,100
K Trati,,1,100
K Trninám,,1,100
K Truhlářce,,1,100
K Tržišti,,1,100
K Valu,,1,100
K Valše,,1,100
K Velkému dvoru,,1,100
K Vidouli,,1,100
K Vinici,,1,100
K Vinicím,,1,100
K Vinohrádku,,1,100
K Vizerce,,1,100
K Višnici,,1,100
K Višňovce,,1,100
K Vltavě,,1,100
K Vodojemu,,1,100
K Vodopádu,,1,100
K Vodoteči,,1,100
K Vodárně,,1,100
K Vodě,,1,100
K Vojtěchu,,1,100
K Vrtilce,,1,100
K Vršíčku,,1,100
K Vyhlídce,,1,100
K Vypichu,,1,100
K Vyrlovce,,1,100
K Vysoké cestě,,1,100
K Vápence,,1,100
K Váze,,1,100
K Výboru,,1,100
K Výtopně,,1,100
K Větrníkům,,1,100
K Větrolamu,,1,100
K Větrovu,,1,100
K Zahradnictví,,1,100
K Zahradě,,1,100
K Zahrádkám,,1,100
K Zastávce,,1,100
K Zeleným domkům,,1,100
K Zámecké zahradě,,1,100
K Zámku,,1,100
K Zátiší,,1,100
K Závodišti,,1,100
K Závorám,,1,100
K Závěrce,,1,100
K Závětinám,,1,100
K Údolí,,1,100
K Újezdu,,1,100
K Úsilnému,,1,100
K Čerpačce,,1,100
K Červenému vrchu,,1,100
K Čistírně,,1,100
K Řece,,1,100
K Řeporyjím,,1,100
K Šedivce,,1,100
K Šubrtce,,1,100
K Železnici,,1,100
Kácovská,,1,100
Kádnerova,,1,100
Káji Maříka,,1,100
Kájovská,,1,100
Kálalova,,1,100
Kálikova,,1,100
Kálmánova,,1,100
Kánišova,,1,100
Káranská,,1,100
Kárníkova,,1,100
Károvská,,1,100
Kótovská,,1,100
Köhlerova,,1,100
Körnerova,,1,100
Kúsek,,1,100
Kút,,1,100
Kúty,,1,100
Kútíky,,1,100
Kňovická,,1,100
Křehlíkova,,1,100
Křejpského,,1,100
Křelinova,,1,100
Křelovická,,1,100
Křemelná,,1,100
Křemencova,,1,100
Křemenný vrch,,1,100
Křemenská,,1,100
Křemenákovo,,1,100
Křemenáčová,,1,100
Křemešnická,,1,100
Křenecká,,1,100
Křenická,,1,100
Křenkova,,1,100
Křenova,,1,100
Křenovka,,1,100
Křenovská,,1,100
Křenová,,1,100
Křepelka,,1,100
Křepelova,,1,100
Křepelčí,,1,100
Křepenice,,1,100
Křepická,,1,100
Křepkova,,1,100
Křesadlova,,1,100
Křesinova,,1,100
Křeslická,,1,100
Křesomyslova,,1,100
Křesín,,1,100
Křesínská,,1,100
Křetínská,,1,100
Křečanská,,1,100
Křešínská,,1,100
Křib,,1,100
Křiby,,1,100
Křikavova,,1,100
Křiky,,1,100
Křimická,,1,100
Křinické náměstí,,1,100
Křivatcová,,1,100
Křivecká,,1,100
Křivenická,,1,100
Křivoklátská,,1,100
Křivská,,1,100
Křivá,,1,100
Křivánkova,,1,100
Křivánkovo náměstí,,1,100
Křivánky,,1,100
Křičenského,,1,100
Křičkova,,1,100
Křišťanova,,1,100
Křišťálová,,1,100
Křižanova,,1,100
Křižanská,,1,100
Křižkovského,,1,100
Křižná,,1,100
Křižní,,1,100
Křižovnická,,1,100
Křižíkova,,1,100
Křižíkova vilová čtvrť,,1,100
Křižíkovy sady,,1,100
Křovická,,1,100
Křovákova,,1,100
Křtinská,,1,100
Kříbová,,1,100
Kříby,,1,100
Křídlova,,1,100
Křídlovická,,1,100
Křístkova,,1,100
Kříženeckého náměstí,,1,100
Křížkova,,1,100
Křížkovského,,1,100
Křížkovského nám.,,1,100
Křížkové schody,,1,100
Křížná,,1,100
Křížní,,1,100
Křížova,,1,100
Křížovnická,,1,100
Křížovy Lázně,,1,100
Křížová,,1,100
Křížová cesta,,1,100
Křížové náměstí,,1,100
Křížánky,,1,100
Kšírova,,1,100
Kůrovcova,,1,100
Kůt,,1,100
L. B. Schneidera,,1,100
L. Dostalové,,1,100
L. Janáčka,,1,100
L. Košuta,,1,100
L. Kuby,,1,100
L. Mašínové,,1,100
L. Pokorného,,1,100
L. Stýbla,,1,100
L. Svobody,,1,100
L. Váchy,,1,100
L. Výducha,,1,100
L. Zápotockého,,1,100
L. Zívra,,1,100
L. Želiny,,1,100
Labská,,1,100
Labská fortna,,1,100
Labská kotlina,,1,100
Labská louka,,1,100
Labská zahrada,,1,100
Labské nábř.,,1,100
Labské nábřeží,,1,100
Labské sady,,1,100
Labský Palouk,,1,100
Labutí,,1,100
Labětínská,,1,100
Lachova,,1,100
Lacinova,,1,100
Lad. Koláře,,1,100
Lad. Koubka,,1,100
Ladislava Cibulky,,1,100
Ladislava Coňka,,1,100
Ladislava Fialy,,1,100
Ladislava Hosáka,,1,100
Ladislava Malého,,1,100
Ladislava Nováka,,1,100
Ladislava Pavlíka,,1,100
Ladislava Ševčíka,,1,100
Ladislava Škvrny,,1,100
Ladova,,1,100
Lafayettova,,1,100
Lafkova,,1,100
Lagnovská,,1,100
Lagroun,,1,100
Laguny,,1,100
Lahoferova,,1,100
Lahovská,,1,100
Laichterova,,1,100
Lalákova,,1,100
Lamačova,,1,100
Lamblova,,1,100
Landek,,1,100
Landfrasova,,1,100
Langfortova,,1,100
Langlova,,1,100
Langrova,,1,100
Lannova,,1,100
Lanová,,1,100
Lanýžová,,1,100
Lančíkových,,1,100
Lanškrounská,,1,100
Lanžhotská,,1,100
Lanžovská,,1,100
Lapač,,1,100
Laponská,,1,100
Lassallova,,1,100
Latrán,,1,100
Laty Brandisové,,1,100
Laténská,,1,100
Laubeho náměstí,,1,100
Laubova,,1,100
Laudonova,,1,100
Laudova,,1,100
Laurinova,,1,100
Lauterbachova,,1,100
Lautnerova,,1,100
Lavického,,1,100
Lazaretní,,1,100
Lazarská,,1,100
Lazebnická,,1,100
Lazební,,1,100
Lazecká,,1,100
Lazenská,,1,100
Lazna,,1,100
Lazurová,,1,100
Lazy I,,1,100
Lazy II,,1,100
Lazy III,,1,100
Lazy IV,,1,100
Lazy V,,1,100
Lazy VI,,1,100
Lazy VII,,1,100
Lačnovská,,1,100
Laňkova,,1,100
Lašitov,,1,100
Lašská,,1,100
Laštůvkova,,1,100
Laťka,,1,100
Lažanská,,1,100
Lažanského,,1,100
Lažany,,1,100
Lažínská,,1,100
Leandra Čecha,,1,100
Lebedová,,1,100
Lebeděvova,,1,100
Lechova,,1,100
Lechowiczova,,1,100
Ledařská,,1,100
Ledecká,,1,100
Ledenická,,1,100
Lederova,,1,100
Ledečská,,1,100
Ledhujská,,1,100
Lednická,,1,100
Lednová,,1,100
Ledová,,1,100
Ledrenská,,1,100
Ledrova,,1,100
Ledvická,,1,100
Ledvinova,,1,100
Ledárenská,,1,100
Ledčická,,1,100
Legera,,1,100
Legerova,,1,100
Legerovo nám.,,1,100
Legionáře Průchy,,1,100
Legionářská,,1,100
Legionářů,,1,100
Legií,,1,100
Lehotského,,1,100
Lehovecká,,1,100
Lehárova,,1,100
Leitnerova,,1,100
Leitzova,,1,100
Lejskova,,1,100
Lejsková,,1,100
Leknínová,,1,100
Lelekovická,,1,100
Lelkova,,1,100
Lenfeldova,,1,100
Lenhartova,,1,100
Leontiny Mašínové,,1,100
Leopolda Fajkuse,,1,100
Leopolda Kříže,,1,100
Leopolda Prečana,,1,100
Leopoldka,,1,100
Leopoldova,,1,100
Leopoldovská,,1,100
Leoše Janáčka,,1,100
Lepařova,,1,100
Lepky,,1,100
Lepějovická,,1,100
Lepší,,1,100
Lerausova,,1,100
Lerchova,,1,100
Lermontova,,1,100
Lermontovova,,1,100
Lesanka,,1,100
Leska,,1,100
Leska Horní,,1,100
Leskauerova,,1,100
Leskovická,,1,100
Leskovská,,1,100
Lesnická,,1,100
Lesná,,1,100
Lesná I,,1,100
Lesná II,,1,100
Lesného,,1,100
Lesní,,1,100
Lesní I.,,1,100
Lesní II.,,1,100
Lesní III.,,1,100
Lesní cesta,,1,100
Lesní hřbitov,,1,100
Lesní kolonie,,1,100
Lesní stezka,,1,100
Lesní zátiší,,1,100
Lesní čtvrť,,1,100
Lesní čtvrť I,,1,100
Lesní čtvrť II,,1,100
Lesní čtvrť III,,1,100
Lessnerova,,1,100
Lesácká,,1,100
Lesáků,,1,100
Lesík,,1,100
Lesíčková,,1,100
Letců,,1,100
Letců R. A. F.,,1,100
Letecká,,1,100
Letecké náměstí,,1,100
Letenská,,1,100
Letiště,,1,100
Letkovská,,1,100
Letná,,1,100
Letná I,,1,100
Letná II,,1,100
Letná III,,1,100
Letná IV,,1,100
Letná V,,1,100
Letná Ⅰ,,1,100
Letná Ⅲ,,1,100
Letní,,1,100
Letní stadion,,1,100
Letohradská,,1,100
Letovická,,1,100
Letovská,,1,100
Lety pod lesem,,1,100
Letňanská,,1,100
Levandulová,,1,100
Levitova,,1,100
Levobřežní,,1,100
Levohradecká,,1,100
Levohradecké nám.,,1,100
Levorova,,1,100
Levského,,1,100
Levá,,1,100
Levého,,1,100
Levínský Vršek,,1,100
Lexova,,1,100
Lečkova,,1,100
Lešanská,,1,100
Lešenská,,1,100
Lešetín I,,1,100
Lešetín II,,1,100
Lešetín III,,1,100
Lešetín IV,,1,100
Lešetín V,,1,100
Lešetín VI,,1,100
Lešetínská,,1,100
Lešovská,,1,100
Leštinská,,1,100
Leštínská,,1,100
Lešákov,,1,100
Ležnice,,1,100
Ležnická,,1,100
Ležnička,,1,100
Ležácká,,1,100
Ležáky,,1,100
Ležáků,,1,100
Lhenická,,1,100
Lhotecká,,1,100
Lhotka,,1,100
Lhotkova,,1,100
Lhotova,,1,100
Lhotská,,1,100
Libchavská,,1,100
Libenická,,1,100
Liberecká,,1,100
Liberijská,,1,100
Libertinova,,1,100
Libečkova,,1,100
Libeňská,,1,100
Libeňský most,,1,100
Libeňský ostrov,,1,100
Libeřská,,1,100
Libichova,,1,100
Libická,,1,100
Libinská,,1,100
Libišanská,,1,100
Libišská,,1,100
Libkovická,,1,100
Libkovodská,,1,100
Libkovská,,1,100
Liblická,,1,100
Libničská,,1,100
Libochovická,,1,100
Libojická,,1,100
Liborova,,1,100
Libotovská,,1,100
Libotín,,1,100
Libovická,,1,100
Liboč,,1,100
Libočanská,,1,100
Libošovická,,1,100
Librantická,,1,100
Librova,,1,100
Libušina,,1,100
Libušinka,,1,100
Libušino náměstí,,1,100
Libušino údolí,,1,100
Libušín,,1,100
Libušínská,,1,100
Libáňská,,1,100
Libínská,,1,100
Libčanská,,1,100
Libčická,,1,100
Liběchovská,,1,100
Liběcká,,1,100
Libědická,,1,100
Libřická,,1,100
Lichnická,,1,100
Lichtenbergova,,1,100
Lichtenštejnská,,1,100
Lichá,,1,100
Lidečská,,1,100
Lidická,,1,100
Lidická kolonie,,1,100
Lidická tř.,,1,100
Lidické nábřeží,,1,100
Lidické náměstí,,1,100
Lidického,,1,100
Lidických žen,,1,100
Lidmily Malé,,1,100
Lidová,,1,100
Lidové nám.,,1,100
Lidové sady,,1,100
Lieberzeitova,,1,100
Liebscherova,,1,100
Lierova,,1,100
Lihovarská,,1,100
Liliová,,1,100
Lilková,,1,100
Limnická,,1,100
Limuzská,,1,100
Lindauerova,,1,100
Lindavská,,1,100
Lindnerova,,1,100
Lindův Dvůr,,1,100
Linecká,,1,100
Linhartova,,1,100
Linhartská,,1,100
Liniová,,1,100
Linkova,,1,100
Lipanská,,1,100
Lipartova,,1,100
Lipecká,,1,100
Lipenecká,,1,100
Lipenská,,1,100
Lipenské náměstí,,1,100
Lipická,,1,100
Lipinská,,1,100
Lipiny,,1,100
Lipka,,1,100
Lipky,,1,100
Lipkův důl,,1,100
Lipnice,,1,100
Lipnická,,1,100
Lipnicová,,1,100
Lipoltická,,1,100
Lipovická,,1,100
Lipovská,,1,100
Lipová,,1,100
Lipová alej,,1,100
Lipová cesta,,1,100
Lipové nám.,,1,100
Lipové náměstí,,1,100
Lipská,,1,100
Lipského,,1,100
Lipských,,1,100
Liptaňské náměstí,,1,100
Liptická,,1,100
Liptovská,,1,100
Lipárecké nám.,,1,100
Lipárky,,1,100
Lipí,,1,100
Lisabonská,,1,100
Listnatá,,1,100
Listopadová,,1,100
Listova,,1,100
Listová,,1,100
Lisztova,,1,100
Litavská,,1,100
Litevská,,1,100
Litice,,1,100
Litická,,1,100
Litobratřická,,1,100
Litochlebská,,1,100
Litochleby,,1,100
Litohlavská,,1,100
Litohradská,,1,100
Litoltova,,1,100
Litomyšlská,,1,100
Litoměřická,,1,100
Litovelská,,1,100
Litovická,,1,100
Litošická,,1,100
Litožnická,,1,100
Litvínovická,,1,100
Litvínovská,,1,100
Livornská,,1,100
Lišanská,,1,100
Lišejníková,,1,100
Lišická,,1,100
Liškova,,1,100
Liškovská,,1,100
Lišky,,1,100
Lišovická,,1,100
Lištice,,1,100
Liští,,1,100
Lišácká,,1,100
Liščí,,1,100
Liščí kopec,,1,100
Lniště,,1,100
Lnářská,,1,100
Lobeč,,1,100
Lobečská,,1,100
Lobkovicova,,1,100
Lobňanská,,1,100
Lochenická,,1,100
Lochkovská,,1,100
Lochmanova,,1,100
Lochotínská,,1,100
Lochy,,1,100
Lodecká,,1,100
Lodní mlýny,,1,100
Lodní náměstí,,1,100
Loděnická,,1,100
Lohenická,,1,100
Lohniského,,1,100
Lojovická,,1,100
Lokalitní,,1,100
Loketská,,1,100
Lolkova,,1,100
Lom,,1,100
Lomanská,,1,100
Lomařská,,1,100
Lomecká,,1,100
Lomenská,,1,100
Lomená,,1,100
Lomená alej,,1,100
Lomnice,,1,100
Lomnická,,1,100
Lomnického,,1,100
Lomná,,1,100
Lomní,,1,100
Lomová,,1,100
Lomská,,1,100
Londonská,,1,100
Londýnská,,1,100
Londýnské náměstí,,1,100
Longenova,,1,100
Lonkova,,1,100
Loosova,,1,100
Lopatecká,,1,100
Lopaty,,1,100
Lopuchová,,1,100
Lorencova,,1,100
Loretská,,1,100
Loretánská,,1,100
Loretánské náměstí,,1,100
Lorišova,,1,100
Losenická,,1,100
Losertova,,1,100
Losinská,,1,100
Losky,,1,100
Losnova,,1,100
Lososnice,,1,100
Lososová,,1,100
Losy,,1,100
Lota marie,,1,100
Lotosová,,1,100
Lotyšská,,1,100
Loucká,,1,100
Loudova,,1,100
Loudátova,,1,100
Loudů,,1,100
Loukotova,,1,100
Louky,,1,100
Lounská,,1,100
Lounských,,1,100
Louny,,1,100
Loupnická,,1,100
Loutockého,,1,100
Loučanská,,1,100
Loučimská,,1,100
Loučka,,1,100
Loučka I.,,1,100
Loučka II.,,1,100
Loučka III.,,1,100
Loučka IV.,,1,100
Loučky,,1,100
Loučky - Sušeny,,1,100
Loučná,,1,100
Louňovická,,1,100
Louštínská,,1,100
Lovecká,,1,100
Lovosická,,1,100
Lovošská,,1,100
Lovčen,,1,100
Lovčenská,,1,100
Lovčická,,1,100
Lovětínská,,1,100
Lozická,,1,100
Lozíbky,,1,100
Lošanská,,1,100
Lošetická,,1,100
Loškovská,,1,100
Lošovská,,1,100
Loštická,,1,100
Lošáková,,1,100
Lošťákova,,1,100
Lstibořská,,1,100
Lubenecká,,1,100
Lubenská,,1,100
Lubina,,1,100
Lublaňská,,1,100
Lublinská,,1,100
Lubnická,,1,100
Lubník,,1,100
Lubojackého,,1,100
Lubomíra Jasínka,,1,100
Lubská,,1,100
Lucemburků,,1,100
Lucemburská,,1,100
Lucinková,,1,100
Lucni,,1,100
Ludkovická,,1,100
Ludmanova,,1,100
Ludmilina,,1,100
Ludmilova,,1,100
Ludmily,,1,100
Ludmily Formanové,,1,100
